fips,summer_high_f,winter_low_f,summer_avg_f,annual_avg_f,annual_precip_in,annual_snow_in
55107,77.1,5.6,64.6,41.8,35.4,50.9
55109,79.1,7.6,68.5,43.9,33.1,46.2
55111,78.7,13.7,69.2,46.5,38.1,42.8
55113,76.6,5.6,64.8,41.2,35.7,60.6
55115,78.3,9.3,67.1,43.5,33.1,48.2
55117,77.0,16.6,67.9,46.3,34.1,46.7
55119,76.8,6.3,65.8,41.9,34.4,59.5
55121,80.0,9.7,69.0,45.2,35.3,40.8
55123,77.9,11.0,68.0,44.5,37.2,45.5
55125,74.7,4.3,63.8,39.6,33.3,81.3
55127,81.7,16.6,70.5,48.1,37.3,37.9
55129,78.3,5.6,66.9,42.6,32.7,59.0
55131,78.9,13.8,68.3,45.7,35.9,44.5
55133,79.5,14.9,69.1,46.6,35.9,39.9
55135,79.4,10.9,68.2,44.7,33.9,46.9
55137,79.5,10.8,68.4,44.8,35.1,46.2
55139,79.2,13.5,69.5,46.2,33.2,41.0
55141,79.1,9.5,67.9,44.0,33.7,51.3
56001,78.5,12.5,62.9,42.5,14.8,70.0
56003,87.3,7.9,70.9,46.2,6.5,21.4
56005,83.3,14.8,68.2,46.2,16.7,52.1
56007,80.0,12.3,63.8,42.5,13.0,93.3
56009,84.7,13.5,68.5,46.4,13.1,55.1
56011,79.0,12.0,65.4,43.6,18.9,55.2
56013,83.6,9.0,67.9,44.5,8.9,45.5
56015,86.2,13.4,69.5,47.7,15.2,34.6
56017,85.0,9.1,67.7,45.4,11.6,33.5
56019,81.7,12.1,66.5,44.9,14.4,38.5
56021,82.7,16.3,66.9,46.8,16.5,57.6
56023,79.6,2.4,60.5,38.8,27.2,33.8
56025,84.2,12.3,66.7,44.5,13.8,76.1
56027,84.8,12.5,69.1,46.4,15.0,47.9
56029,79.0,15.4,62.1,43.3,28.9,71.0
56031,86.9,16.0,69.8,48.9,14.3,40.9
56033,82.9,12.5,67.1,45.2,15.4,67.2
56035,76.5,0.3,57.6,36.4,11.0,62.7
56037,81.4,13.4,65.7,44.0,8.2,44.7
56039,73.2,2.3,55.4,35.0,36.4,238.4
56041,77.4,11.9,61.5,41.5,14.6,53.2
56043,83.5,9.1,67.9,44.5,12.1,62.9
56045,83.9,11.6,68.6,45.3,17.1,41.6
